"","Date_Time","Start_Weather","Start_Weather_Notes","Start_Temperature","Start_Humidity","Start_Wind","Start_Direction","Transect_ID","Handler","Dog","Other_Teams","Start_Point.Latitude","Start_Point.Longitude","Start_Point.Altitude","Start_Point.Accuracy","End_Time","End_Point.Latitude","End_Point.Longitude","End_Point.Altitude","End_Point.Accuracy","End_Weather","End_Weather.Notes","End_Temperature","End_Humidity","End_Wind","End_Direction","Moose_Range","Moose_Count","Fisher_Range","Fisher_Count","BlackBear_Range","BlackBear_Count","notes"
"86","6/27/2016 09:41","N/A","N/A","N/A","N/A","N/A","N/A","07C1","Jennifer","Scooby","No",44.63531,-74.4546,391.8,"5","11:18","44.63496","-74.4528","392.7","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"N/A",0,"Hike trail to start point. Expect bugs. Good flagging"
"87","6/29/2016 08:21","Overcast","TStorm previous evening","18","87","0","","11A1","Jennifer","Scooby","No",44.36976,-74.2209,473.5,"4","10:25","44.36991","-74.2194","482.9","5","Overcast","","19","98","0","","N/A",0,"N/A",0,NA,0,""
"88","6/29/2016 08:55","Overcast","","18.5","86","1.1","N","11B3","Justin","Ranger","No",44.28099,-74.1938,520.8,"2.75","10:21","44.27937","-74.1946","528.7","2.75","Overcast","","20.1","99.8","0","","N/A",0,"N/A",0,"N/A",0,""
"89","6/29/2016 09:21","Scattered","TStorm previous evening","20","77.2","0","","11B1","Suzie","Skye","No",44.2423,-74.0623,616.9,"1.5","12:27","44.24096167","-74.06249167","635.4000244","1.2","Rainy","Notable wind","21","87.7","0","","N/A",0,"W51-W53",3,"B78",1,"Parking lot and trail leading to start. Reflagged, triple orange start hard to see, added pink. No service. Takes 8 min to start WARNING pink flagging halfway through transect is not outs. It sends you due west!"
"90","6/29/2016 11:02","Overcast","TStorm previous evening","17","100","0","","11A3","Jennifer","Scooby","No",44.33794,-74.2656,480.4,"5","14:42","44.33657","-74.2663","483.5","5","Scattered","Breezy but average not demonstrating this","20","84","0","","N/A",0,"W577-W590",14,"B552, B556-B557",3,""
"91","6/29/2016 11:12","Scattered","Just rained for about 15 min half an hour ago","18.4","85.5","0.5","N","11A2","Justin","Ranger","No",44.32992,-74.2171,528.4,"2.25","13:27","44.33077","-74.2189","517","2.5","Scattered","","19.4","86.5","1.9","N","N/A",0,"N/A",0,"B1050",1,""
"92","6/29/2016 13:43","Scattered","TStorm previous evening","20","72","1.3","E","11B2","Suzie","Skye","No",44.2858,-74.1021,495.9,"1.2","16:36","44.2859","-74.10015333","485.7000122","1.5","Overcast","None","22","74.6","0.6","N","N/A",0,"N/A",0,"N/A",0,"DEC boundary is flagged with orange in southwest corner, got confused and did not find corner flagging, shaded, lost scats and trowel"
"93","6/30/2016 09:15","Clear","None","19.7","71.1","0","","01B2","Justin","Ranger","No",43.38966,-74.8381,464.5,"3","11:51","43.3888","-74.8422","451","2.5","Clear","None","21.1","75.2","1.4","E","M1000",1,"N/A",0,"B1051",1,""
"94","6/30/2016 10:06","Clear","None","19.5","68.6","0","","01B1","Suzie","Hiccup","No",43.4204,-74.8372,460.4,"1.6","12:45","43.41810333","-74.83834167","495.6000061","2.2","Clear","None","21.6","79","0","","N/A",0,"N/A",0,"B79-B80",2,"Left marked bear scats, easy walking and visibility, OK flagging, little water to cool off dogs, intermittent service, hiccup ran around like a nut, need to do mustelid work. Physical scat bag may be labeled incorrectly"
"95","6/30/2016 12:46","Scattered","None","22.1","60.2","1","E","04B3","Justin","Ranger","No",43.38563,-74.672,554.8,"2.75","15:34","43.38624","-74.6729","511.1","2.25","Clear","None","23.1","56.6","1.7","SW","N/A",0,"W1034",0,"B1052-B1053",2,""
"96","6/30/2016 13:53","Clear","None","21.4","57","1.8","S","01B3","Suzie","Hiccup","No",43.4013,-74.8767,447,"1.3","17:01","43.40015833","-74.87763167","462.2999878","3.6","Clear","None","23.3","63.4","1.3","N","N/A",0,"N/A",0,"B81-B84",4,"Flagging is bad. Water to dip in, did not get to add flagging, too difficult, bog on the last leg, good moose tat. Physical scat bag may be labeled incorrectly"
"97","7/1/2016 07:28","Clear","Expected rain later","18","65","0","","09A1","Jennifer","Scooby","No",43.7741,-74.1305,541.8,"4","10:19","43.77448","-74.1281","565.8","5","","Clear","19","80","0","","M500",1,"W591-W593",3,"B558-B560",3,"Picked up some old moose scat not cleared in R1"
"98","7/1/2016 07:53","Clear","None","13.1","95","0","","04B2","Suzie","Hiccup","No",43.358,-74.5922,528.2,"0.9","10:20","43.35677","-74.59366333","539.5","1.2","Clear","None","22.2","85","1","S","N/A",0,"N/A",0,"B85-B86",2,"Fairly dense, decent flagging, looked like great moose habitat, saw tracks on road cruise along for 500m or so. Healthy deerfly population, some water to dip in, spotty service on road, shaded, parked along road, campsite is 100m N from here"
"99","7/1/2016 11:07","Scattered","","21","82","0","","05A1","Jennifer","Scooby","No",43.66602,-74.3654,512.3,"4","14:28","43.66549","-74.3686","530.7","4","Rainy","Thunder, rain","20","83","0","","N/A",0,"W594-W596",3,"B561-B567",7,"Thunder at end"
"100","7/1/2016 11:13","Scattered","None","22","68.7","0","","04B1","Suzie","Hiccup","No",43.4069,-74.5649,516.6,"1.2","14:08","43.40715","-74.56691","574.2999878","2.1","Scattered","None","22.4","98.3","1.7","NE","N/A",0,"W61-W64",4,"B87-B88",2,"Parked on the side of the road but there really wasn't much room. Very residential, lost the flagging a few times, did not find endpoint, was it triple flagged despite the red flagging? The flags did not follow the transect. No service, DEC camping nearby, possibly donuts, I would recommend doing this first since its uphill"
"101","7/2/2016 07:16","Overcast","Rain enroute to site although currently breezy, no rain","13","75","0.6","S","05B1","Jennifer","Max","No",43.60672,-74.4189,547.9,"4","10:36","43.60512","-74.4209","587.9","5","Scattered","Breezy","13","98","0","","N/A",0,"W597-W600",4,"B568-B570",3,"Lost dog logger"
"102","7/2/2016 08:15","Overcast","None","16.6","62.1","1.8","W","05A3","Justin","Ranger","No",43.64195,-74.3889,505.3,"2.5","10:44","43.64378","-74.3876","497.9","3.75","Scattered","None","15.3","74.9","1.1","E","N/A",0,"N/A",0,"B1054-B1056",3,""
"103","7/2/2016 11:36","Scattered","None","15.7","61.7","2.3","SE","05A2","Justin","Ranger","No",43.65527,-74.3894,488.1,"3.5","14:34","43.65398","-74.3907","496.1","3.25","Scattered","None","17.6","56","3","SE","N/A",0,"N/A",0,"B1057-B1059",3,""
"104","7/2/2016 12:57","Overcast","Breezy","15","76","1","N","06B2","Jennifer","Max","No",43.99687,-74.4686,536.6,"5","15:12","43.99646","-74.4671","523.9","4","Scattered","Breezy","18","61","0.7","N","N/A",0,"N/A",0,"B571-B573",3,""
"105","7/3/2016 08:29","Clear","None","16.1","82","0","","10B2","Suzie","Hiccup","No",43.9477,-73.9422,569.2,"1.3","11:06","43.94736","-73.9462","552.3","1","Scattered","None","15.7","86.9","1","N","N/A",0,"N/A",0,"B89",1,"Ok flagging, park on side of road, there are pink flags before parking spot at squiggly road sign **** do not park there **** DONT BE LIKE SU. great stream to swim doggies in after first leg. No service, shaded"
"106","7/3/2016 08:43","Clear","None","17.5","73.1","0","","02A2","Justin","Ranger","No",43.87163,-75.026,503.5,"3","10:40","43.87038","-75.0257","498.7","3.25","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"N/A",0,""
"107","7/3/2016 11:34","Scattered","None","20.1","50.5","1.7","E","02B3","Justin","Ranger","No",43.82388,-74.9738,566.5,"2.75","16:47","43.82385","-74.9721","567.3","3.25","N/A","N/A","N/A","N/A","N/A","N/A","M1001",1,"N/A",0,"B1060-B1061",2,"Cleared 1, Collected 1 moose"
"108","7/3/2016 11:44","Clear","None","17.7","85","0","","10B3","Suzie","Hiccup","No",43.9444,-74.0152,538.3,"1.1","14:53","43.94491","-74.0172","523.8","1.8","Clear","None","19","70","0.9","","N/A",0,"N/A",0,"N/A",0,"What a pain, spent 30 min in SW corner. Triple flag was torn down, flagging was not good. Found an old moose that was 15m or so off transect, quite old. Park across the road of E leg, most of the turn has barriers. Okay service, shade, few puddles."
"109","7/4/2016 07:04","Clear","Sunny. Light breeze upper canopy","18","71","0","","12B1","Jennifer","Scooby","No",44.6565,-73.9356,595.6,"4","12:14","44.65821","-73.9351","611.5","5","Clear","","25","51","0.9","SW","N/A",41,"W601",1,"B575",1,"Had to leave 1 bag and dumped another bag. Too much to carry out."
"110","7/4/2016 08:10","Clear","None","17.2","90","0","","10A2","Suzie","Hiccup","No",43.9816,-74.0681,541.5,"1.4","10:57","43.98","-74.0673","541.7","1.4","Clear","None","23","64","0","","M1",1,"N/A",0,"N/A",0,"KEY REQUIRED!!!! Reflagged what i think is N corner. Start on northern leg first since its a pain in the butt, i am pretty sure have done two different transects btwn the two sessions, water to reload SC available. no service, in peoples backyard,"
"111","7/4/2016 12:22","Clear","None","24.4","46","3.2","N","10A3","Suzie","Hiccup","No",43.9719,-74.166,471,"0.9","15:16","43.97105","-74.168","461.4","1.3","Clear","None","25.3","80","1.6","N","N/A",0,"W65",1,"B77",1,"Park in parking lot, backtrack transect to start it. OK walking, decent flagging, swim dog in Harris lake before starting, no service. Swim dog in Belden Lake near end of survey. Cannot swim in marsh. Shaded."
"112","7/5/2016 07:55","Overcast","","19","82","0","","02B2","Jennifer","Scooby","No",43.83584,-74.9455,576.8,"5","11:03","43.83857","-74.9459","613.1","5","Scattered","","25","85","0","","M501",1,"N/A",0,"B575-B579",5,"KEY REQUIRED. S found moose pile near pull around spot on road after transect done. Fresh. Did not collect. Flagged"
"113","7/5/2016 08:36","Clear","None","19.1","87","0","","02A1","Justin","Ranger","No",43.876,-75.0775,521.4,"3.25","11:13","43.87593","-75.0791","511.8","2.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"B1062-B1065",4,""
"114","7/5/2016 12:35","Clear","None","27.5","55.5","2.3","W","02B1","Justin","Ranger","No",43.81975,-74.9233,603.8,"2.75","15:30","43.82015","-74.9251","588.9","2","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"B1066",1,""
"115","7/6/2016 06:23","Clear","Calm","18.9","78.5","0","","09B1","Suzie","Hiccup","No",43.6965,-74.2916,545.7,"1","09:58","43.69584","-74.2898","540.5","1.2","Clear","None","24.7","70","0","","M02-M03",2,"N/A",0,"B90-B91",2,"Park in grassy road on R, walk access road to get to furthest point. It is more open and dense so better to do first thing. Water to dip in, little service, property owner friendly, 1/2 shaded, OK walking, lost compass :("
"116","7/6/2016 06:38","Clear","None","17","82.4","0","","05B3","Justin","Ranger","No",43.58171,-74.4333,533.9,"3.75","11:00","43.58372","-74.4308","513.9","2.25","Clear","None","24","67.8","1.5","SW","N/A",0,"N/A",0,"B1067-B1071",5,""
"117","7/6/2016 11:59","Clear","None","26.1","56.9","1.9","SW","05B2","Justin","Ranger","No",43.5861,-74.4078,523.2,"2.5","14:20","43.58546","-74.4062","497.8","3.5","Clear","None","27.1","70.1","0","","N/A",0,"N/A",0,"B1072-B1074",3,"Cleared 1, Collected 0 moose"
"118","7/6/2016 12:05","Clear","None","25.3","57.4","1.7","S","06A3","Suzie","Hiccup","No",44.0541,-74.5995,533.2,"0.9","15:03","44.05461","-74.6034","515.4","1.4","Clear","None","25.1","65.1","0.9","N","N/A",0,"W66",1,"B92-B95",4,"Park on side of road, fairly easy walking, good service, took a detour to round lake, great flagging, shaded"
"119","7/7/2016 08:01","Overcast","","23","74","0","","09B2","Jennifer","Scooby","No",43.70804,-74.2708,538.3,"4","10:26","43.70962","-74.2721","560.9","5","Overcast","","24","83","0","","N/A",0,"W602",1,"B580-B584",5,""
"120","7/7/2016 09:07","Clear","None","22.9","80.2","0","","02A3","Suzie","Skye","No",43.8544,-75.1119,510.3,"1.5","11:45","43.85581","-75.1127","481.6","1.6","Overcast","Light breeze","27","88","0","NE","N/A",0,"N/A",0,"B96-B101",6,"Bug net recommended, park on side of road, no service"
"121","7/7/2016 11:14","Overcast","Very humid. Storms estimated later in afternoon","26","79","0","","09B3","Jennifer","Scooby","No",43.68925,-74.2413,534.1,"5","14:04","43.68828","-74.2456","550.4","4","Scattered","Rained during transect","25","89","0","","N/A",0,"W603-W613",11,"B585-B586",2,"Rained during transect. A couple mustelid latrines"
"122","7/8/2016 07:21","Overcast","Fog","17.1","90","0","","07A2","Suzie","Skye","No",44.6083,-74.3671,492,"N/A","10:56","44.61133","-74.3697","468.3","1.1","Clear","","24","78.5","1","W","M04-M05, M07-M10, M12",7,"N/A",0,"N/A",0,"Techs have flagged route to southern leg, park in open grassy spot on w side of road. Pulled start point from Dog Tracklog"
"123","7/8/2016 07:36","Overcast","None","18.1","83.4","0","","07B3","Justin","Ranger","No",44.54754,-74.5462,419.5,"2.25","10:56","44.54772","-74.5484","422.8","2","Scattered","None","22.6","71.5","0","","M1003",1,"N/A",0,"B1075-B1078",4,"Cleared 2, Collected 1 Moose"
"124","7/8/2016 12:02","Overcast","None","23.7","70.5","1.7","E","07A1","Justin","Ranger","No",44.62945,-74.3941,470,"2.5","15:37","44.62936","-74.3965","462.7","3.5","Scattered","None","25.6","63.3","0","","M1004-M1016",13,"N/A",0,"B1079-B1081",0,"Cleared 0, Collected 13 Moose"
"125","7/9/2016 07:47","Overcast","Heavy rain early AM","18","93","0.6","SE","09A2","Jennifer","Scooby","No",43.75488,-74.1528,592.4,"4","10:02","43.75163","-74.1463","556.5","5","Rainy","Thunder","17","95","0","","M502-M504",3,"N/A",0,"B587-B589",3,""
"126","7/9/2016 07:57","Rainy","Rained last night","18.8","91","0","","12B2","Justin","Ranger","No",44.64123,-73.9329,511.3,"2","14:37","44.642717","-73.932965","516.5","N/A","Rainy","Rained off and on all day","16.9","92.3","0","","M1017-M1024",0,"N/A",0,"N/A",0,"Cleared 10,Collected 8 Moose"
"127","7/9/2016 10:44","Overcast","Rained 1/2 hour before, wet, might rain again","18","97","0","","09A3","Jennifer","Scooby","No",43.77451,-74.1839,503,"5","14:39","43.77511","-74.1783","516.6","5","Overcast","Downpour during and scattered rain thundera","19","100","0","","M505-M513",9,"N/A",0,"B590-B591",2,"Did not find start flagging. Shows I'm already on transect and can see to the road so started at third flag in. Downpour"
"128","7/10/2016 08:07","Rainy","","15.4","86.1","0","","12B3","Justin","Ranger","No",44.66349,-73.9537,542.2,"2.75","12:04","44.66211","-73.9529","551.6","2.75","N/A","N/A","N/A","N/A","N/A","N/A","M1025-M1026",2,"N/A",0,"N/A",0,"Cleared 7, Collected 2 Moose"
"129","7/10/2016 08:25","Overcast","On and off rain","16","97","0","","01A3","Jennifer","Max","No",43.49503,-74.9788,600.9,"5","10:49","43.49681","-74.9761","552.8","5","Overcast","","16","100","0","","N/A",0,"N/A",0,"N/A",0,"Light intermittent breeze that isn't getting measured"
"130","7/10/2016 08:50","Overcast","Heavy rain before survey","16.5","87.3","2","E","01A1","Suzie","Hiccup","No",43.5158,-74.9567,551.8,"1.5","11:57","43.51496","-74.9584","535.6","1.6","Overcast","Slightly flooded site","18.4","87.6","0","","N/A",0,"N/A",0,"N/A",0,"Flagged eastern leg, little service, OK flagging, nice walking, park on side of road, plenty of water with recent rain, had hard time with hiccup, stuck close about halfway, I got frustrated he found moose on transect then worked into mink 10m away in wetland"
"131","7/10/2016 12:34","Overcast","Light shower, heavy rain in the early am","16.5","91.9","0","","01A2","Suzie","Hiccup","No",43.5177,-74.9133,595.9,"1.4","15:05","43.51714","-74.9115","580.7","0.8","Overcast","Rain flooded E part of site","16.4","90.1","1.8","N","N/A",0,"W67",1,"N/A",0,"Park on road, start on w leg, partially reflagged, pleanty of swimming! Slight chopstick habitat, no service, fully shaded. Lost turnup on last half of eastern leg."
"132","7/10/2016 12:56","Overcast","On and off rain all day","17.5","99.9","0","","05C1","Jennifer","Max","No",43.70865,-74.758,654.3,"5","15:27","43.70754","-74.7551","678.9","4","Overcast","Drizzled during survey. Breezy at end","16","100","2.4","NW","N/A",0,"W549",1,"N/A",0,"Due to heavy recent rains most scats detected were poor quality and could not be collected. Lost first scat so 2nd is labeled same"
"133","7/11/2016 07:23","Overcast","Fog, forest wet","17.2","95.6","0","","11D2","Suzie","Skye","No",44.1989,-74.3128,453.8,"1","09:42","44.19826","-74.315","471.6","1.7","Clear","","19.4","77.9","0","","N/A",0,"W68-W72",5,"N/A",0,"Did not find triple flag start on E side. Couldn't find any flagging on W leg except for one pin flag 200m down trail. Called jennifer, Rangers TL on W side looks like he walked trail for 3/4. Tried to copy but still didn't find any flagging. Transect notes just said ""beaver damn"". Took 30 min to find start and 15 min total figure out W leg. Parked in parking lot."
"134","7/11/2016 08:17","Clear","Rained yesterday","13.6","100","0","","07A3","Justin","Ranger","No",44.60597,-74.4256,435.9,"2.25","11:46","44.60495","-74.4267","423.5","2.25","Scattered","","19.6","100","1.6","W","M1027-M1028",2,"N/A",0,"B1083-B1084",2,"Cleared 5, Collected 2 Moose"
"135","7/11/2016 11:34","Clear","None","22","74.7","1","NE","03B3","Suzie","Hiccup","No",44.134,-74.9659,494.1,"1.2","02:25","44.130581","-74.948137","491","N/A","Clear","","22.7","63.8","0","","N/A",0,"N/A",0,"B103-B108",5,"The beginning is very dense but it opens up completely. Park on the side of zero. Pulled end point from Dog Tracklog"
"136","7/11/2016 13:55","Scattered","","21.4","89.3","0","","07B1","Justin","Ranger","No",44.51602,-74.4637,411.6,"3","15:30","44.51654","-74.4651","464.4","3","Scattered","","20.2","86.6","1","","N/A",0,"N/A",0,"N/A",0,""
"137","7/12/2016 06:35","Clear","","14","80","0","","12A3","Jennifer","Scooby","No",44.77475,-73.8983,460.7,"5","09:45","44.77173","-73.8968","477.3","5","Clear","","19","93","0","","M514-M516",3,"W614-W616",3,"B592",1,""
"138","7/12/2016 07:27","Clear","","14.4","100","0","","03A1","Justin","Ranger","No",44.24453,-74.8679,437.1,"3.5","09:51","44.24528","-74.8705","440.4","3","Clear","0","20.6","74.5","0","","N/A",0,"N/A",0,"B1085-B1087",3,""
"139","7/12/2016 10:09","Clear","","20.5","99","0","","12A1","Jennifer","Scooby","No",44.74421,-73.8584,492.1,"5","12:08","44.74483","-73.8552","505.6","5","Clear","","25","74.6","0","","M517-M519",3,"N/A",0,"B593",1,""
"140","7/12/2016 10:31","Clear","","24.1","64.5","2.3","S","03A3","Justin","Ranger","No",44.26846,-74.9068,450.9,"2.25","12:58","44.26758","-74.9048","462.4","3.5","Clear","","25.1","60.9","1.6","W","M1029",1,"N/A",0,"B1088",1,"Cleared 0, Collected 1 Moose"
"141","7/13/2016 06:03","Clear","","21","75","0","","05D3","Jennifer","Scooby","No",43.67794,-74.6722,550,"4","09:12","43.67713","-74.6745","570.4","5","Clear","","24","89","0","","M520-M525",6,"W617",1,"B594-B595",2,""
"142","7/13/2016 06:05","Clear","None","18.8","97.3","0","","05C2","Suzie","Skye","No",43.685,-74.7393,580.2,"0.9","10:41","43.68636","-74.7421","531.8","1.2","Clear","","26.9","91","0","","M14-M18",5,"N/A",0,"N/A",0,"Started on eastern leg, OK flagging, some old moose, all cleared, w leg is a pain, park on side of road, no water"
"143","7/13/2016 09:40","Clear","","24","85","0","","05D1","Jennifer","Scooby","No",43.66456,-74.7105,534.6,"5","12:57","43.66217","-74.706","531.3","7","Scattered","Breezy. Humid","30","68","0.9","NW","M526-M527",2,"N/A",0,"B596-B599",4,"Could not find end flags- maybe they were taken down by hikers? Notes from previous surveys say that transect ends at trail so I stopped track recording a few meters after hitting trail. Fresh moose! Very dense"
"144","7/13/2016 12:02","Scattered","None","27","77","0","","05D2","Suzie","Skye","No",43.6462,-74.6875,628.7,"1.2","15:53","43.64497","-74.6883","634.1","1.1","Scattered","","27.8","72","1.6","SE","M19",1,"W73",1,"B109-B110",2,"Careful on road, pink flagging 100 m before site marks washout, I drove over it :) Easy parking, Good flagging, healthy deer fly population, walk trail at very end of N leg"
"145","7/14/2016 06:52","Scattered","None","21.9","86.6","5.4","SW","12A2","Suzie","Hiccup","No",44.7118,-73.916,594.2,"1.4","11:04","44.71147","-73.9189","571.1","1","Overcast","","22.7","90.7","1.3","SW","M20-M27",8,"N/A",0,"N/A",0,"Started on E leg, triple flag on road, a few new blowdown, there is a bit of trail walking, 5 moose beds total, little service, shaded, not much water."
"146","7/14/2016 07:13","Overcast","","21.6","94.5","0","","06A2","Justin","Ranger","No",44.1141,-74.6244,496.8,"3.5","09:14","44.11296","-74.6254","542","2.75","Overcast","","22.4","92.5","0.9","W","N/A",0,"N/A",0,"B1089",1,""
"147","7/14/2016 12:05","Rainy","","24.6","89.7","0","","03B2","Justin","Ranger","No",44.1319,-74.9145,447.6,"3.25","14:34","44.13382","-74.9127","423.6","3.5","Overcast","Rained several times while surveying","22.4","98.3","2.7","NW","N/A",0,"N/A",0,"B1090-B1091",1,""
"148","7/15/2016 06:45","Scattered","T storms expected later","20","95","0","","11C1","Jennifer","Scooby","No",44.24084,-73.92,630.5,"4","10:02","44.24033","-73.918","615.6","5","Overcast","","22","84","0","","N/A",0,"W618-W621",4,"N/A",0,"Cleared 8 moose scats not detected in R1. Dumped them 70 m from corner flagging, covered them w leaf litter"
"149","7/15/2016 07:01","Scattered","None","19.3","94","0","","06B3","Suzie","Skye","No",44.0206,-74.5057,528,"0.8","948","44.02339","-74.5075","534.2","1.5","Scattered","","20.7","82.8","2.6","W","N/A",0,"N/A",0,"B111-B116",6,"Dog TL missing first 100m, use human if desired. Started on s side of transect to get skyes E out on road, buried most of bear scat but a few are left. Easy parking, good service mostly shaded. Good flagging."
"150","7/15/2016 10:28","Scattered","None","23","81.6","2.2","NE","06B1","Suzie","Skye","No",44.0225,-74.4703,523.1,"1","11:25","44.02137","-74.4715","491.4","1.4","Scattered","","22.8","80.1","1.5","E","N/A",0,"N/A",0,"B117-B118",2,"Did not find N start flagging but used kml, great flagging, good service, shaded,"
"151","7/16/2016 06:07","Overcast","","19.7","77","0","","10B5","Jennifer","Scooby","No",43.93661,-73.9834,510.2,"4","07:54","43.93654","-73.9857","519","5","Scattered","Breezy","16","88","1.6","NW","N/A",2,"N/A",0,"B600",1,"Clearing new site"
"152","7/16/2016 06:28","N/A","N/A","N/A","N/A","N/A","N/A","12B5","Justin","Ranger","No",44.6808,-73.9489,500.5,"2.25","12:04","44.6795","-73.9497","488.8","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"B1092-B1093",2,"no weather data. Clearing round. Cleared 88 Moose"
"153","7/16/2016 08:31","Scattered","","17","86","0.7","NW","10B4","Jennifer","Scooby","No",43.91623,-74.0172,529.1,"4","12:50","43.91719","-74.0184","506.6","5","Overcast","","22","93","0","","M528-M538",11,"W622",1,"B601-B603",3,"Clearing new site. Most of the moose scats detected were unmistakably fresh, within days, and although this is supposed to be the clearing round I collected them to be on safe side. Alec/ the lab can decide whether to use in analysis or discard"
"154","7/16/2016 12:38","N/A","N/A","N/A","N/A","N/A","N/A","12B4","Justin","Ranger","No",44.62845,-73.8973,448.1,"3","15:10","44.62882","-73.8954","459.9","2.75","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"B1094",1,"no weather data. Clearing round. Cleared 9 Moose"
"155","7/18/2016 05:37","Overcast","","18","84","0","","11A1","Jennifer","Scooby","No",44.36978,-74.2209,466.2,"5","07:25","44.37021","-74.2194","452.8","4","Clear","","20","85","0","","N/A",0,"N/A",0,"B604-B605",2,""
"156","7/18/2016 06:36","Scattered","","20","76.1","1.5","SE","11B1","Justin","Ranger","No",44.24094,-74.0624,624.4,"2.25","08:39","44.24222","-74.0624","599.6","3","Overcast","","21.1","86.9","0","","N/A",0,"N/A",0,"N/A",0,""
"157","7/18/2016 07:13","Scattered","Light breeze noticeable","21.8","92.5","0","","11A2","Suzie","Skye","No",44.3308,-74.2188,532.1,"1.1","09:23","44.32999","-74.217","532.3","1.2","Overcast","Fairly windy, storm coming in","21","85.2","","","N/A",0,"W54-W56 & 58",3,"B119",1,"Park on the side of the road, flat easy walking, mostly fresh mustelid, wasp nest at base of snag where scat was, did not flag but it is around the se corner, shaded"
"158","7/18/2016 07:45","Clear","Breeze upper canopy. Forecast calls for heavy rain by 11 am","21","83","0","","11A3","Jennifer","Scooby","No",44.33796,-74.2656,487.7,"4","10:07","44.33665","-74.2663","460.7","4","Overcast","Thunder. Light rain. Breezy upper canopy","23","92","1.2","S","N/A",0,"W623-W636",14,"N/A",0,""
"159","7/18/2016 09:33","Overcast","","22.2","80.7","1.8","S","11B2","Justin","Ranger","No",44.28589,-74.1004,472,"2.75","11:13","44.28577","-74.1022","469.8","2.5","Scattered","Short down pour while surveying, at SW corner.","21.9","89.4","1.5","S","N/A",0,"N/A",0,"B1095",1,""
"160","7/18/2016 09:51","Rainy","Thunder","22.1","80.8","1.7","SW","11B3","Suzie","Skye","No",44.2812,-74.1945,499.5,"1","11:09","44.27945","-74.1945","500.6","0.9","Rainy","Torrent rain for 30 minutes of survey","22","96.3","0","","N/A",0,"W57",1,"B120",1,"Thunder and torrential rain for 30 min. Awesome flagging, easy walking, lots of deer, ghost mustelid hits, shaded, park on side of road"
"161","7/19/2016 08:53","Clear","","18.4","67.8","0","","01B2","Justin","Ranger","No",43.38938,-74.8389,468.4,"2.5","11:48","43.38864","-74.8421","461.7","2.75","Scattered","","19.7","68.9","2.1","NW","N/A",0,"W1035-W1036",2,"B1096-B1097",2,""
"162","7/19/2016 08:58","Clear","Notable breeze","18.1","81.4","0","","01B1","Suzie","Skye","No",43.4181,-74.8382,458.9,"1.2","11:10","43.42022","-74.8373","464.6","0.9","Clear","","18.7","70.3","1.6","SW","N/A",0,"W74-W76",3,"B121",1,"Bad flagging again, did techs come through here? Notably gusty, shaded easy parking, easy walking, no water"
"163","7/19/2016 12:22","Scattered","Quite blustery","20.2","56.7","2.3","S","01B3","Suzie","Skye","No",43.4013,-74.8765,407.6,"1.3","15:01","43.40014","-74.8777","445.8","1.5","Overcast","","19.5","57.6","1.4","SE","N/A",0,"W77-W79",3,"B122-B125",4,"Easy parking, okay walking, lost flags on s w corner again"
"164","7/19/2016 12:43","Scattered","","19.7","70.4","1.2","NW","04B3","Justin","Ranger","No",43.38563,-74.672,555.7,"2.75","14:58","43.38612","-74.6731","561.6","2.75","Scattered","","19.1","69.3","1.4","N","N/A",0,"W1037",1,"N/A",0,""
"165","7/20/2016 07:13","Clear","","17","65","0","","09A1","Jennifer","Scooby","No",43.77411,-74.1305,543.8,"5","09:55","43.77442","-74.1281","533.6","5","Clear","","17","65","0.7","NE","N/A",0,"W637-W641",5,"N/A",0,"Cleared 1, collected 0 moose"
"166","7/20/2016 09:48","Clear","","19.4","62.1","0.9","SE","04B2","Suzie","Skye","No",43.3568,-74.5935,518.7,"1","12:30","43.35801","-74.5923","541.2","1.4","Scattered","","21.8","59.7","0","","N/A",0,"W80-W87",8,"B126-B127",2,"Ok flagging, mostly shaded, don't park on side of road since it gets graded often,"
"167","7/20/2016 10:42","Clear","","23","58","0","","05A1","Jennifer","Scooby","No",43.66611,-74.3654,506.1,"5","12:55","43.66553","-74.3687","519.3","6","Scattered","","22","59","0","","N/A",0,"W642-W644",3,"B606-B607",2,""
"168","7/20/2016 13:24","Clear","","22","53.1","1.3","S","04B1","Suzie","Skye","No",43.407,-74.5648,518.1,"1.4","03:31","43.40708","-74.5668","539.9","1.1","Clear","","23.1","65.4","1.4","W","N/A",0,"W88",1,"B128-B129",2,"Did not find end point again, why was this not reflagged?"
"169","7/21/2016 06:56","Clear","","16.5","69","0","","05B1","Jennifer","Scooby","No",43.60676,-74.4188,539.3,"4","10:13","43.60505","-74.4208","559.6","4","Clear","","23","65","0","","M539",1,"W645-W651",7,"B608-B611",4,"Not sure that moose sample is actually moose. Could be bear."
